name,artist,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,rating
A Comma,serpentwithfeet,39,0.788,0.643,167213,0.425,3.9300000000000007e-05,2,0.247,-10.426,0,0.0346,98.964,0.09240000000000001,1
Kraftwerk in a Blackout,The Magnetic Fields,18,0.904,0.598,109213,0.34600000000000003,1.22e-05,4,0.06670000000000001,-8.847,0,0.0589,111.977,0.515,0
Olympik,EOB,33,0.0363,0.631,518987,0.876,0.804,7,0.09,-8.569,1,0.0454,119.989,0.739,0
Take Yourself Home,Troye Sivan,58,0.0743,0.366,249370,0.606,0.00034,5,0.106,-9.188,0,0.08320000000000001,100.694,0.294,0
Strawberry Privilege,Yves Tumor,49,0.5,0.751,232760,0.528,0.799,5,0.125,-10.874,0,0.0495,117.969,0.342,0
Funny Thing,Thundercat,72,0.8270000000000001,0.586,116630,0.893,0.642,7,0.212,-8.772,1,0.439,140.023,0.65,0
Tycoon,Future,47,0.022,0.854,201907,0.599,0.0,1,0.17300000000000001,-7.406,0,0.355,157.031,0.849,0
Toosie Slide,Drake,74,0.321,0.834,247059,0.454,6.15e-06,1,0.114,-9.75,0,0.201,81.618,0.837,0
Summertime,Orville Peck,44,0.556,0.41400000000000003,177012,0.67,0.20800000000000002,2,0.0743,-6.008,1,0.029500000000000002,96.146,0.386,-1
I Like the Devil,Purity Ring,40,0.0668,0.549,175187,0.526,0.013600000000000001,7,0.14200000000000002,-8.134,0,0.0302,99.968,0.156,-1
Sigma Oasis,Phish,31,0.0187,0.503,349752,0.621,5.5400000000000005e-05,7,0.075,-9.823,1,0.0315,95.12,0.5,-1
Find My Way,DaBaby,62,0.187,0.836,139890,0.624,0.0,4,0.138,-6.75,0,0.184,103.0,0.7000000000000001,-1
Break My Heart,Dua Lipa,78,0.167,0.73,221820,0.729,1.39e-06,4,0.34900000000000003,-3.434,0,0.0884,113.011,0.467,1
Ooh LA LA,Run the Jewels,58,0.157,0.686,183827,0.8240000000000001,0.0,11,0.242,-5.413,1,0.34,170.079,0.405,1
Sayonara,Kate NV,17,0.28300000000000003,0.773,386522,0.714,0.619,7,0.06810000000000001,-4.955,1,0.029300000000000003,134.986,0.921,1
fuckboy,brakence,59,0.373,0.73,157903,0.61,0.0,8,0.14400000000000002,-7.784,0,0.23800000000000002,146.572,0.8,1
Post,HAVOK,36,3.680000000000001e-05,0.267,436907,0.975,0.581,11,0.246,-5.871,0,0.23500000000000001,90.011,0.23600000000000002,1
Living Happy,Quelle Chris,29,0.0699,0.613,269474,0.9490000000000001,1.17e-05,10,0.295,-5.393,1,0.198,156.7,0.617,1
As the Sun Sets,Sorry,41,0.34900000000000003,0.594,239013,0.545,0.29,2,0.108,-7.498,0,0.0239,94.739,0.261,1
Sludge,Squid,34,0.00485,0.391,300820,0.835,0.0051400000000000005,7,0.11800000000000001,-4.944,1,0.0702,129.024,0.109,1
No More Cake,CHAI,26,0.038,0.447,218536,0.916,1.7400000000000003e-05,1,0.123,-3.292,1,0.152,93.011,0.52,1
Weedman,Channel Tres,51,0.131,0.863,169256,0.501,0.000316,11,0.0531,-5.018,0,0.133,94.987,0.5750000000000001,1
Captain Duck,Duck Sauce,39,0.00783,0.772,166832,0.973,7.31e-05,9,0.177,-4.735,1,0.0931,122.001,0.897,1
Chocolate Souffle,Shabazz Palaces,18,0.255,0.6910000000000001,301782,0.39,0.14200000000000002,10,0.163,-9.053,1,0.14200000000000002,110.953,0.366,0
Dolerme,Rosalía,60,0.785,0.545,143976,0.47800000000000004,0.0027800000000000004,8,0.123,-7.035,0,0.055900000000000005,173.746,0.318,0
Search for Life,Dirty Projectors,30,0.93,0.312,169333,0.28400000000000003,0.0036500000000000005,8,0.246,-8.01,1,0.0291,165.745,0.298,0
Future Peg,Man Man,24,0.159,0.733,175805,0.913,0.031100000000000003,5,0.17500000000000002,-7.381,0,0.0557,102.034,0.721,0
Murder Most Foul,Bob Dylan,35,0.8270000000000001,0.393,1014787,0.17200000000000001,0.00054,0,0.08990000000000001,-19.711,1,0.0413,106.844,0.10200000000000001,0
Junkie$,Ocean Grove,43,1.3400000000000002e-05,0.34900000000000003,212113,0.911,0.429,7,0.322,-4.213,0,0.0663,105.109,0.234,0
Believe It,PARTYNEXTDOOR,71,0.0902,0.43,183219,0.7000000000000001,0.0,6,0.216,-5.35,1,0.264,158.373,0.731,0
Persona Non Grata,Bright Eyes,43,0.058,0.514,212413,0.595,0.00199,2,0.111,-7.298,1,0.038200000000000005,140.768,0.443,0
Turks,NAV,66,0.08270000000000001,0.893,161377,0.618,0.0,7,0.542,-4.425,0,0.112,119.099,0.389,0
Martin,Car Seat Headrest,46,0.013800000000000002,0.647,207750,0.743,0.0359,4,0.534,-9.204,1,0.0539,160.169,0.549,0
Poppin',Jeezy,46,0.0112,0.862,173181,0.30000000000000004,1.5600000000000003e-05,11,0.0781,-11.265,0,0.111,140.033,0.462,0
Atlas,Bicep,52,0.1,0.544,348307,0.793,0.9500000000000001,3,0.17300000000000001,-6.424,0,0.031900000000000005,128.981,0.126,0
Coffin,Jessie Reyez,57,0.354,0.585,261773,0.594,5.360000000000001e-05,9,0.0921,-5.342,1,0.332,184.013,0.138,-1
Retrograde,Pearl Jam,47,0.17200000000000001,0.463,322307,0.62,2.7700000000000002e-05,8,0.111,-8.141,1,0.030100000000000002,107.076,0.259,-1
I Love My Country,Florida Georgia Line,56,0.028300000000000002,0.525,185467,0.9400000000000001,0.0,4,0.23600000000000002,-3.5460000000000003,1,0.065,140.093,0.636,-1
Covered in Money,JPEGMAFIA,33,0.583,0.799,249834,0.724,0.0,5,0.23800000000000002,-5.242,1,0.498,119.008,0.623,1
Walk Em Down,NLE Choppa,71,0.268,0.867,173288,0.744,0.0,2,0.0713,-5.171,1,0.227,84.005,0.645,1
On the Floor,Perfume Genius,52,0.318,0.41200000000000003,303600,0.727,0.0017100000000000001,9,0.257,-6.001,1,0.0369,117.551,0.583,1
Yankee and the Brave,Run the Jewels,52,0.17200000000000001,0.595,146573,0.878,0.0,10,0.303,-5.63,0,0.423,82.007,0.746,1
Fair Chance,Thundercat,55,0.628,0.6930000000000001,237700,0.504,0.4,9,0.111,-11.621,1,0.0402,105.021,0.254,0
elevator girl,shura,39,0.08320000000000001,0.671,206658,0.423,0.00268,10,0.0528,-9.511,0,0.0666,81.952,0.653,0
Suburbiopia,Tropical Fuck Storm,21,0.648,0.427,239547,0.8240000000000001,1.2299999999999999e-06,4,0.34800000000000003,-4.713,1,0.152,100.317,0.278,0
Running Red Lights,The Avalanches,49,0.227,0.674,279480,0.686,0.0,2,0.39,-6.08,1,0.023700000000000002,100.502,0.625,0
Roses / Lotus / Violet / Iris,Hayley Williams,47,0.0942,0.643,321045,0.633,0.004770000000000001,11,0.248,-9.368,0,0.0473,98.984,0.382,0
Amarillo,J Balvin,69,0.013000000000000001,0.641,157733,0.857,0.00534,1,0.0695,-5.725,0,0.301,122.728,0.961,0
peacefall,Purity Ring,41,0.279,0.227,256213,0.641,3.9200000000000004e-05,7,0.215,-9.82,0,0.0437,76.594,0.106,-1
2 Seater,YBN Nahmir,54,0.0013200000000000002,0.972,229806,0.6910000000000001,6.179999999999999e-06,11,0.115,-4.288,1,0.07980000000000001,125.03,0.637,-1
Between Us,dvsn,52,0.0533,0.769,183750,0.458,1.48e-05,1,0.139,-10.663,0,0.105,127.956,0.177,-1
Lightning,Rico Nasty,33,0.07150000000000001,0.843,189872,0.597,6.62e-06,0,0.10400000000000001,-6.452,0,0.0635,127.004,0.56,-1
Wish You Were Sober,Conan Gray,76,0.0178,0.7010000000000001,168880,0.728,0.0,2,0.17,-5.226,1,0.0468,91.071,0.6960000000000001,-1
You and You Alone,Code Orange,35,0.000117,0.54,186471,0.986,0.0149,1,0.279,-1.49,1,0.14300000000000002,109.976,0.259,1
Processed by the Boys,Protomartyr,37,6.47e-05,0.459,305899,0.8220000000000001,0.11900000000000001,9,0.264,-5.028,0,0.04,83.354,0.139,1
Satan Is King,ACxDC,20,8.769999999999999e-06,0.14,93360,0.967,0.8140000000000001,1,0.335,-3.52,1,0.129,167.257,0.554,1
Wannabe,ITZY,74,0.00795,0.809,191242,0.911,0.000179,6,0.181,-4.41,0,0.061700000000000005,122.035,0.64,1
Something Comforting,Porter Robinson,55,0.0448,0.47400000000000003,281974,0.558,3.7899999999999997e-06,8,0.0806,-9.688,1,0.0298,143.992,0.291,1
Staring at a Mountain,Sharon Van Etten,25,0.918,0.425,242929,0.291,0.108,10,0.11,-9.873,1,0.0262,103.969,0.0458,1
The Difference,Flume,73,0.255,0.56,139663,0.865,0.000153,1,0.083,-1.148,1,0.09090000000000001,159.96,0.424,1
Caution,The Killers,59,0.0155,0.234,269533,0.894,2.1700000000000002e-05,7,0.0869,-4.841,1,0.11900000000000001,178.246,0.0772,1
Like I'm Winning It,Girlpool,28,0.049,0.674,196204,0.713,0.0111,2,0.221,-8.062,1,0.0468,101.003,0.359,1
I'm Alive,Norah Jones,48,0.58,0.729,256800,0.443,0.0391,2,0.183,-9.85,1,0.0329,120.421,0.343,1
People's Park,Horse Lords,17,0.0131,0.616,260101,0.936,0.808,2,0.128,-9.4,1,0.255,180.052,0.753,1
D,Prurient,23,0.008020000000000001,0.498,319045,0.995,0.177,3,0.221,-6.11,0,0.049300000000000004,148.241,0.339,1
Suntan,Model/Actriz,33,0.0022700000000000003,0.582,299068,0.704,0.14100000000000001,9,0.105,-7.264,0,0.08410000000000001,131.938,0.24,1
Mess,SASAMI,24,0.00973,0.633,212080,0.584,0.0616,7,0.17500000000000002,-6.01,1,0.0397,119.988,0.451,0
Stone Cold,Deb Never,43,0.181,0.851,167302,0.394,0.08120000000000001,11,0.329,-10.341,1,0.0499,127.012,0.8170000000000001,0
Waking Up Down,Yaeji,47,0.012400000000000001,0.8250000000000001,201240,0.458,0.794,1,0.129,-8.26,1,0.0577,125.041,0.41000000000000003,0
Saturnine Night,Deradoorian,36,0.112,0.5720000000000001,426343,0.607,0.784,7,0.0955,-12.952,1,0.0368,77.97,0.504,0
Kerosene!,Yves Tumor,58,0.0018300000000000002,0.506,305507,0.746,0.0,7,0.109,-7.385,0,0.0307,130.996,0.299,0
Clean Kill,coriky,33,0.153,0.587,252128,0.706,0.338,10,0.14400000000000002,-9.748,1,0.0453,140.573,0.535,0
Time,Childish Gambino,50,0.0117,0.621,367293,0.538,0.0189,10,0.583,-9.307,1,0.040100000000000004,85.977,0.311,0
Toxic,Kehlani,68,0.307,0.653,168183,0.453,0.00101,7,0.113,-5.395,0,0.0351,111.737,0.0405,0
Personal Shopper,Steven Wilson,20,0.0546,0.594,589307,0.639,0.111,7,0.112,-12.519,1,0.0346,124.997,0.218,-1
Sunder,Nicolas Jaar,25,0.5,0.544,185062,0.357,0.888,8,0.0983,-17.126,1,0.121,107.083,0.08700000000000001,-1
Myron,Lil Uzi Vert,74,0.055,0.771,224955,0.654,0.0,8,0.214,-6.976,0,0.298,155.047,0.5730000000000001,-1
Oprah's Bank Account,Lil Yachty,59,0.226,0.8300000000000001,205636,0.625,0.0,5,0.302,-3.678,1,0.057300000000000004,138.046,0.884,-1
Freak,Tyga,83,0.019,0.799,215281,0.653,0.0,2,0.0935,-5.453,0,0.037,104.019,0.23600000000000002,-1
Very Noise,IGORRR,38,0.0006039999999999999,0.343,107147,0.985,0.8160000000000001,1,0.295,-3.601,1,0.227,178.039,0.595,1
XS,Rina Sawayama,63,0.0854,0.635,201060,0.929,1.14e-06,2,0.08220000000000001,-3.2560000000000002,0,0.146,117.039,0.59,1
Tantrum,Ashnikko,62,0.138,0.777,140011,0.787,0.0,9,0.0685,-4.71,1,0.0732,138.043,0.6980000000000001,1
I Feel Alive,TOPS,44,0.163,0.5710000000000001,154133,0.729,0.00031499999999999996,1,0.225,-4.768,0,0.0327,136.162,0.526,1
Veracruz,Natalia Lafourcade,43,0.897,0.44,243253,0.232,0.00030199999999999997,0,0.0896,-10.999,1,0.040600000000000004,183.397,0.233,1
Jeep,Jahmed,20,0.401,0.811,163129,0.669,0.0,9,0.132,-6.498,1,0.366,139.899,0.455,1
Apeshit,Bree Runway,41,0.0152,0.776,159613,0.66,0.0,8,0.176,-7.709,1,0.123,107.537,0.465,1
Nada,Lido Pimienta,48,0.672,0.383,298809,0.617,0.0286,1,0.112,-8.431,0,0.046400000000000004,78.207,0.641,1
Famous Monsters,Chromatics,36,0.0008700000000000001,0.734,397267,0.6960000000000001,0.195,10,0.10400000000000001,-7.852,0,0.0337,110.008,0.444,1
The Steps,HAIM,54,0.019700000000000002,0.7030000000000001,247600,0.714,1.6499999999999999e-06,2,0.0849,-4.967,1,0.0316,116.723,0.62,1
Patience,Porches,27,0.724,0.501,151860,0.271,6.51e-05,0,0.0869,-8.199,1,0.0284,115.932,0.20500000000000002,1
The One,The Lemon Twigs,35,0.09480000000000001,0.497,146173,0.8290000000000001,2e-06,10,0.184,-3.079,0,0.0332,127.709,0.962,1
Sugar Remix,Brockhampton,57,0.483,0.661,222009,0.523,0.0,8,0.46900000000000003,-5.902,1,0.0381,122.948,0.536,1
Gaslighter,Dixie Chicks,56,0.006240000000000001,0.681,203467,0.728,0.0,2,0.055,-7.317,1,0.051300000000000005,131.017,0.6930000000000001,1
Riot,Haru Nemuri,20,0.00542,0.378,232200,0.996,0.511,8,0.040400000000000005,-1.585,1,0.5680000000000001,191.812,0.0918,1
Never Worn White,Katy Perry,52,0.706,0.544,225039,0.353,0.0,11,0.105,-7.275,0,0.0303,138.059,0.357,0
Give Me Another Chance,Empress Of,32,0.0292,0.9520000000000001,160107,0.733,0.11800000000000001,7,0.15,-1.7810000000000001,1,0.046900000000000004,122.007,0.926,0
Lawd Jesus,cupcakKe,36,0.17,0.871,129936,0.744,0.0,1,0.0921,-3.794,1,0.362,149.857,0.922,0
Phantom Force,Havok,24,1.58e-05,0.308,179796,0.984,0.49,1,0.255,-5.367,1,0.122,113.723,0.158,0
Last Sniff,Wilma Archer,31,0.773,0.8250000000000001,190680,0.334,6.97e-05,9,0.0736,-11.444,0,0.062400000000000004,95.043,0.484,0
Bad Feeling,Muzz,37,0.358,0.512,157931,0.352,0.728,5,0.106,-9.093,1,0.035500000000000004,82.945,0.273,-1
Embers,Elder,39,0.248,0.503,296250,0.847,0.87,6,0.11800000000000001,-9.506,1,0.0327,119.997,0.044700000000000004,-1
Devotion,Planet 1999,39,0.187,0.547,159707,0.863,0.525,4,0.342,-6.709,1,0.06470000000000001,196.095,0.738,-1
Mansplain,Thick,25,0.7030000000000001,0.169,128467,0.925,0.157,11,0.34,-6.411,1,0.378,216.324,0.274,1
Overlord,Dirty Projectors,39,0.562,0.6930000000000001,163453,0.436,0.000553,11,0.28500000000000003,-7.426,1,0.0393,89.8,0.601,1
Désolé,Gorillaz,57,0.337,0.73,333113,0.6880000000000001,0.229,4,0.0727,-7.912,0,0.028,136.002,0.861,1
Shimmy,Aminé,53,0.382,0.47400000000000003,134143,0.878,0.0,5,0.266,-4.308,0,0.47000000000000003,172.281,0.766,1
Rascal,RMR,37,0.771,0.485,180182,0.43,0.0,1,0.115,-5.417,1,0.030600000000000002,143.771,0.40800000000000003,1
Get to Steppin,Duck Sauce,32,0.0275,0.8290000000000001,213161,0.937,8.640000000000001e-05,2,0.0669,-4.197,1,0.116,123.039,0.328,1
Ecstasy,Disclosure,42,0.0109,0.75,303707,0.896,0.635,10,0.28,-8.577,1,0.0623,124.991,0.515,1
Boylife in EU,Yung Lean,48,0.105,0.393,216360,0.646,0.020200000000000003,5,0.112,-7.533,1,0.0371,144.869,0.0521,1
Fiat,Jahmed,17,0.0425,0.8270000000000001,101860,0.87,0.0,1,0.06620000000000001,-5.295,1,0.403,171.879,0.73,1
ringtone (remix),100 gecs,53,0.115,0.849,214529,0.47300000000000003,0.0,8,0.0488,-7.548,1,0.2,107.001,0.616,1
Describe,Perfume Genius,40,0.512,0.228,284187,0.356,0.9,3,0.219,-10.591,1,0.031200000000000002,135.827,0.0473,1
Spotlight,Jessie Ware,54,0.0358,0.632,331933,0.762,0.49,11,0.11900000000000001,-8.555,0,0.042300000000000004,115.021,0.164,1
Wind on Tin,Jess Williamson,34,0.396,0.5720000000000001,186509,0.461,0.186,9,0.129,-8.854,0,0.0279,109.931,0.274,1
Melt!,Kelly Lee Owens,38,0.00772,0.785,214307,0.919,0.916,7,0.11,-13.059,1,0.055200000000000006,131.037,0.443,1
Bittersweet,Lianne La Havas,59,0.34500000000000003,0.5700000000000001,236640,0.40900000000000003,0.000188,5,0.219,-7.555,0,0.033100000000000004,137.8,0.304,1
That Way,Lil Uzi Vert,65,0.0546,0.712,212354,0.598,0.0,7,0.154,-5.368,0,0.0388,130.007,0.504,1
Shadowbanned,Stephen Malkmus,18,0.417,0.581,203133,0.859,0.0356,4,0.09670000000000001,-5.294,1,0.0472,108.444,0.623,0
PTSD,G Herbo,75,0.0313,0.883,232065,0.808,0.0,1,0.20700000000000002,-3.158,0,0.182,119.01,0.806,0
Montage Music,Vundabar,35,0.028,0.492,194867,0.856,0.00235,7,0.258,-6.686,1,0.055600000000000004,159.641,0.8180000000000001,0
Happiness Over Everything (H.O.E.),Jhené Aiko,58,0.131,0.41500000000000004,188160,0.674,0.0,1,0.202,-8.134,0,0.335,134.769,0.867,0
Garden Song,Phoebe Bridgers,68,0.856,0.426,219682,0.274,0.006580000000000001,0,0.111,-16.649,1,0.146,100.255,0.169,0
No TV,2 Chainz,35,0.030600000000000002,0.962,124547,0.381,0.0,1,0.425,-9.194,1,0.546,130.038,0.152,0
La vita nuova,Christine and the Queens,47,0.0031000000000000003,0.755,268387,0.739,0.00595,2,0.098,-8.551,1,0.037,120.026,0.153,0
Lowlife,Neck Deep,53,9.36e-05,0.584,189976,0.915,0.0494,9,0.17300000000000001,-5.313,0,0.0649,128.006,0.677,0
New World Beyond,Toxic Holocaust,29,0.0035600000000000002,0.562,254144,0.962,0.00141,2,0.14,-5.328,1,0.0379,95.018,0.321,0
Thief in the Night,Rod Wave,54,0.189,0.5700000000000001,132307,0.674,0.0,7,0.0772,-8.135,0,0.107,87.88,0.256,0
Can't Cool Me Down,Car Seat Headrest,50,0.06860000000000001,0.766,309333,0.465,0.044500000000000005,8,0.109,-8.252,1,0.0346,134.992,0.662,0
Green Eggs & Ham,Princess Nokia,37,0.543,0.8320000000000001,106080,0.52,0.045200000000000004,10,0.056600000000000004,-8.423,1,0.399,100.11,0.797,0
Stupid Love,Lady Gaga,71,0.0017300000000000002,0.68,193533,0.8250000000000001,0.000122,8,0.27,-4.296,1,0.0702,117.987,0.784,0
Someone Said,Swae Lee,48,0.00119,0.904,223275,0.492,0.364,2,0.125,-9.657,1,0.155,149.982,0.257,-1
The Main Thing,Real Estate,25,0.223,0.552,155067,0.839,0.428,6,0.188,-4.171,1,0.0345,130.007,0.6890000000000001,-1
Come On Outside,Noel Gallagher's High Flying Birds,27,4.7300000000000005e-06,0.39,250840,0.975,0.000332,11,0.123,-3.114,0,0.048400000000000006,139.078,0.356,-1
Fast Learner,Shabazz Palaces,25,0.342,0.519,336399,0.674,0.000113,4,0.0886,-9.222,0,0.314,162.171,0.401,-1
After Hours,The Weeknd,75,0.0811,0.664,361027,0.5720000000000001,0.00604,5,0.121,-6.099,0,0.030500000000000003,108.959,0.14300000000000002,1
Thos Moser,Gupi,44,0.030500000000000003,0.766,263364,0.637,0.000222,3,0.08360000000000001,-4.785,1,0.209,134.981,0.619,1
Lick in Heaven,Jessy Lanza,32,0.5650000000000001,0.841,269320,0.421,0.386,1,0.07250000000000001,-10.307,1,0.1,118.015,0.759,1
Dragonball Durag,Thundercat,63,0.6970000000000001,0.648,181922,0.59,0.808,2,0.111,-9.664,1,0.0942,81.045,0.401,1
Bad Decisions,The Strokes,64,0.0135,0.374,293360,0.922,0.20400000000000001,0,0.28,-3.4,1,0.056,153.217,0.393,1
Eden,Anna Calvi,22,0.965,0.158,257815,0.09630000000000001,0.105,0,0.0752,-18.225,1,0.0398,71.012,0.0395,1
First Rose of Spring,Willie Nelson,32,0.927,0.488,221453,0.192,0.00011499999999999999,9,0.0995,-12.804,1,0.031,120.455,0.14200000000000002,1
Cellular,King Krule,45,0.135,0.636,179040,0.763,0.107,2,0.059500000000000004,-8.099,1,0.0441,132.666,0.32,1
BALD!,JPEGMAFIA,54,0.037200000000000004,0.594,153932,0.917,0.0,10,0.495,-2.382,1,0.30000000000000004,154.703,0.675,1
Smiling,Alanis Morissette,39,0.403,0.42,257440,0.6980000000000001,2.04e-05,7,0.394,-6.211,1,0.0333,95.991,0.135,0
Your Love (Déjà vu),Glass Animals,59,0.019,0.854,234372,0.671,0.383,7,0.105,-7.158,1,0.0543,107.994,0.631,0
Cloud Nein,Man Man,36,0.34800000000000003,0.499,201375,0.839,0.155,1,0.177,-5.357,0,0.038400000000000004,87.551,0.627,0
It's a Raid,Ozzy Osbourne,46,0.00687,0.47200000000000003,260017,0.996,0.0,1,0.392,-0.578,1,0.16,117.004,0.114,0
YES!,KYLE,62,0.0318,0.758,194347,0.666,0.0041800000000000006,8,0.289,-8.088,1,0.14,162.083,0.7010000000000001,0
The Way,Trippie Redd,48,0.182,0.78,243287,0.666,1.62e-05,1,0.147,-6.222,0,0.17200000000000001,145.978,0.537,0
ON,BTS,77,0.11800000000000001,0.583,246381,0.8170000000000001,0.0,9,0.338,-5.146,0,0.099,105.935,0.437,0
Self,Sparks,28,0.149,0.641,222105,0.687,0.0,4,0.28800000000000003,-7.391,1,0.0364,147.927,0.462,0
Lonely Dancer,Tricky,25,0.558,0.868,187493,0.167,0.026600000000000002,5,0.101,-19.196,0,0.058800000000000005,85.985,0.492,0
stardew,Purity Ring,46,0.043300000000000005,0.496,246653,0.562,5.95e-06,10,0.17300000000000001,-9.176,1,0.059300000000000005,95.927,0.10200000000000001,-1
The Birthday Party,The 1975,52,0.06810000000000001,0.627,285833,0.495,0.10400000000000001,2,0.124,-8.934,1,0.0287,134.01,0.452,-1
Superblood Wolfmoon,Pearl Jam,48,0.005560000000000001,0.511,229467,0.93,0.0,9,0.403,-5.173,1,0.0522,153.376,0.881,-1
No Time to Die,Billie Eilish,78,0.917,0.38,242265,0.219,0.010400000000000001,4,0.08270000000000001,-13.273,0,0.0358,73.537,0.0517,1
Delete Forever,Grimes,54,0.0135,0.56,237481,0.736,0.09910000000000001,8,0.17400000000000002,-7.64,1,0.0339,94.987,0.389,1
Shut Up,DaBaby,51,0.203,0.871,170192,0.555,0.0,1,0.11800000000000001,-5.968,1,0.248,129.973,0.248,1
At the Door,The Strokes,60,0.858,0.456,310373,0.323,0.009130000000000001,10,0.146,-6.764,1,0.0318,116.903,0.363,1
When the Blade Drops,Hatebreed,41,0.000569,0.439,124573,0.979,0.00304,1,0.265,-4.098,1,0.203,163.989,0.393,1
4 American Dollars,U.S. Girls,40,0.0522,0.616,342036,0.855,0.00527,9,0.796,-4.691,0,0.0297,98.34,0.7030000000000001,1
Freak Like Me,Caroline Rose,48,0.336,0.634,222294,0.747,0.189,6,0.09960000000000001,-7.378,0,0.0495,91.981,0.529,1
Captain,Nicole Atkins,29,0.312,0.401,187670,0.6900000000000001,0.0008709999999999999,3,0.128,-5.12,1,0.029400000000000003,147.088,0.495,1
Be Afraid,Jason Isbell and the 400 Unit,37,0.005,0.383,199722,0.871,0.0178,7,0.151,-5.503,1,0.23800000000000002,151.385,0.309,1
To Die For,Sam Smith,67,0.8320000000000001,0.483,193795,0.361,4.66e-06,0,0.098,-7.889,1,0.0738,171.649,0.307,0
I Was a Fool,Laura Veirs,18,0.979,0.594,164033,0.08410000000000001,0.605,3,0.332,-15.562,1,0.042800000000000005,94.625,0.305,0
Girl Crush,Boys Noize,40,0.114,0.651,228006,0.967,0.016300000000000002,7,0.131,-5.38,1,0.109,93.175,0.292,0
Upside Down,"Royce da 5'9""",40,0.541,0.561,269876,0.5670000000000001,0.0,4,0.165,-6.351,0,0.339,77.001,0.27,0
X,Static,43,3.55e-05,0.322,253493,0.868,0.899,3,0.209,-8.335,1,0.0557,101.545,0.183,0
Konclusions,YG,47,0.10300000000000001,0.686,171158,0.614,0.0,4,0.0888,-7.897,0,0.36,90.634,0.355,-1
Numbers,A Boogie wit da Hoodie,66,0.517,0.8190000000000001,188563,0.654,0.0,11,0.09960000000000001,-6.665,0,0.136,133.503,0.455,-1
Swallowing the Rabbit Whole,Code Orange,42,0.000104,0.241,227981,0.973,0.0327,1,0.182,-2.103,1,0.171,148.847,0.453,1
Off the Goop,Yung Gravy,48,0.127,0.754,160454,0.548,0.0,1,0.514,-8.441,1,0.41500000000000004,170.055,0.538,1
Let's Be Friends,Carly Rae Jepsen,38,0.292,0.842,190242,0.639,0.000101,11,0.294,-5.595,0,0.0594,134.978,0.904,1
I Am Not Maternal,Otoboke Beaver,23,0.01,0.30000000000000004,124933,0.961,0.465,4,0.182,-0.884,1,0.068,176.414,0.8290000000000001,1
Run,Joji,68,0.0427,0.448,195000,0.72,0.000292,7,0.614,-3.954,1,0.0332,157.919,0.361,1
Believe,Meek Mill,50,0.14200000000000002,0.628,211303,0.75,0.0,10,0.0946,-5.219,0,0.14,87.008,0.374,1
"Alone, Omen 3",King Krule,42,0.147,0.518,167253,0.537,0.752,2,0.339,-9.461,0,0.026000000000000002,66.291,0.229,1
All Is Lost,Wasted Shirt,21,8.04e-06,0.189,184788,0.915,0.435,7,0.523,-6.9030000000000005,1,0.113,181.922,0.23900000000000002,1
Different Light,Best Coast,25,3.39e-06,0.28,192398,0.907,0.308,2,0.151,-2.692,1,0.046900000000000004,182.373,0.739,0
Cinnamon,Hayley Williams,49,0.17,0.674,211835,0.6930000000000001,0.019100000000000002,4,0.301,-4.955,0,0.073,105.944,0.799,0
Shangri,EOB,33,0.30000000000000004,0.743,347560,0.5730000000000001,0.023100000000000002,9,0.106,-8.533,1,0.037700000000000004,127.718,0.66,0
Cut Me,Moses Sumney,48,0.88,0.507,250120,0.305,0.00317,6,0.10300000000000001,-11.152,1,0.035500000000000004,166.104,0.367,0
Beaten Down,Sharon Van Etten,32,0.222,0.621,284707,0.445,0.396,9,0.0981,-9.195,1,0.030500000000000003,119.938,0.20600000000000002,0
Sweater,black midi,25,0.135,0.34500000000000003,689777,0.292,0.28,10,0.0852,-13.051,0,0.0599,118.259,0.0829,0
Obama,Blueface,51,0.171,0.914,128040,0.583,0.0,7,0.139,-7.912,0,0.452,134.882,0.588,0
Yell Oh,Trippie Redd,47,0.00419,0.842,236779,0.578,0.0,6,0.228,-6.05,0,0.138,74.496,0.19,-1
Yikes,Nicki MInaj,66,0.0409,0.911,156882,0.637,3.680000000000001e-05,8,0.23800000000000002,-8.381,1,0.447,149.996,0.66,-1
Intentions,Justin Bieber,76,0.30000000000000004,0.806,212867,0.546,0.0,9,0.10200000000000001,-6.6370000000000005,1,0.0575,147.986,0.874,-1
Sudden Death,Quelle Chris,47,0.383,0.608,221283,0.87,0.847,2,0.067,-4.344,0,0.0287,157.118,0.704,1
Momentary Bliss,Gorillaz,59,0.0845,0.642,221386,0.806,2.2400000000000002e-05,9,0.64,-6.73,1,0.23900000000000002,158.059,0.712,1
Rogue Wave,Aesop Rock,30,0.007640000000000001,0.624,195160,0.765,0.00898,7,0.327,-7.876,1,0.34400000000000003,81.353,0.538,1
Bad Name (Remix),Gang Starr,35,0.215,0.678,217500,0.789,0.0,1,0.341,-5.016,1,0.325,96.063,0.799,1
Tonight,Kesha,43,0.0108,0.65,196040,0.763,0.0,5,0.0782,-6.124,1,0.134,150.021,0.354,1
Sore Throat,Zack Villere,36,0.851,0.48,121240,0.165,0.00657,8,0.0917,-11.561,1,0.0284,78.372,0.168,1
