name,artist,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,rating
Plain,BENEE,49,0.269,0.8240000000000001,231898,0.545,0.0,1,0.09280000000000001,-6.062,1,0.0708,122.999,0.8270000000000001,0
Fever,Dua Lipa,65,0.0597,0.868,156911,0.6930000000000001,0.0039900000000000005,6,0.106,-7.052,0,0.181,114.999,0.396,0
Dora,Tierra Whack,47,0.15,0.9560000000000001,147756,0.301,0.0008839999999999999,0,0.113,-8.699,1,0.07200000000000001,107.984,0.07590000000000001,0
1015,Glass Beach,33,0.0234,0.683,154955,0.373,0.255,7,0.0718,-9.275,1,0.0981,120.037,0.61,0
Porcelain,Ichiko Aoba,38,0.833,0.423,269291,0.305,0.382,7,0.115,-13.723,1,0.031400000000000004,139.985,0.0745,0
Dakiti,Bad Bunny,82,0.401,0.731,205090,0.5730000000000001,5.22e-05,4,0.113,-10.059,0,0.054400000000000004,109.928,0.145,0
Interstellar Love,The Avalanches,51,0.388,0.448,218507,0.8300000000000001,0.000156,2,0.649,-6.784,1,0.105,116.311,0.27,0
Moving Men,Myd,54,0.10200000000000001,0.8230000000000001,167093,0.664,0.114,10,0.28700000000000003,-8.673,1,0.0755,124.962,0.666,0
Stay Down,Lil Durk,60,0.09090000000000001,0.8130000000000001,169330,0.5700000000000001,0.0,3,0.09820000000000001,-8.409,0,0.265,109.07,0.676,-1
Stick,Zack Fox,35,0.0015500000000000002,0.9500000000000001,206210,0.456,0.0,7,0.08310000000000001,-13.015,0,0.244,135.055,0.603,-1
Days Are Gone,Vin Diesel,36,0.335,0.76,202745,0.671,0.0,10,0.11900000000000001,-6.872,1,0.076,122.016,0.489,-1
Honey Pack,Bfb Da Packman,47,0.341,0.746,198120,0.596,0.0,4,0.272,-7.857,1,0.34700000000000003,92.389,0.465,1
Teardrops,Bring Me the Horizon,65,0.000323,0.497,215004,0.916,0.0,7,0.36,-3.323,1,0.108,96.051,0.401,1
Faith Healer,Julien Baker,49,0.169,0.4,174773,0.628,0.00126,4,0.129,-6.801,1,0.034,155.757,0.399,1
I Love It,Kylie Minogue,49,0.00502,0.6000000000000001,183947,0.846,0.0944,9,0.361,-5.086,0,0.0349,119.948,0.522,1
Arkansas,Chris Stapleton,60,0.0115,0.484,178427,0.9540000000000001,0.228,9,0.0989,-4.534,1,0.054,82.182,0.8320000000000001,1
Lonely OIOION,Liturgy,20,0.00042899999999999997,0.069,280600,0.721,0.891,0,0.134,-6.426,0,0.0708,70.306,0.0351,1
Straight to the Morning,Hot Chip,45,0.00351,0.6900000000000001,199929,0.845,2.79e-06,6,0.418,-6.01,1,0.15,122.023,0.789,1
Slime,SHYGIRL,56,0.0303,0.793,159000,0.717,0.042100000000000005,1,0.1,-8.725999999999999,0,0.115,98.47,0.382,1
Feel Something,Bea Miller,72,0.242,0.74,180161,0.41500000000000004,0.000156,0,0.319,-8.914,1,0.0707,136.029,0.156,0
Automation,King Gizzard,44,2.29e-05,0.375,209804,0.661,0.0135,6,0.23,-7.113,0,0.0362,91.611,0.512,0
Don't Like Me,Rico Nasty,37,0.08710000000000001,0.904,165400,0.843,0.0,4,0.0766,-3.226,0,0.0985,145.959,0.937,0
Dvergmál,Sigur Rós,37,0.215,0.452,457210,0.507,0.905,9,0.07880000000000001,-13.181,0,0.027200000000000002,130.608,0.56,0
Big Break,Lewis Grant,27,0.008990000000000001,0.6910000000000001,186900,0.8200000000000001,6.960000000000001e-05,0,0.0414,-4.425,1,0.0625,159.984,0.517,0
All of My Love,Charlie Wilson,41,0.23500000000000001,0.604,228733,0.759,0.0,9,0.5680000000000001,-3.077,0,0.0264,92.006,0.613,0
Back to the Streets,Saweetie,68,0.168,0.865,189496,0.792,1.46e-05,4,0.107,-4.207,1,0.06770000000000001,101.985,0.562,0
Damage,H.E.R.,64,0.113,0.646,223415,0.6960000000000001,0.0,1,0.115,-6.505,1,0.065,81.336,0.18,0
Positions,Ariana Grande,84,0.468,0.737,172325,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,0.682,0
Tyler Herro,Jack Harlow,76,0.0872,0.792,156578,0.793,0.0,5,0.22,-6.185,0,0.08410000000000001,123.031,0.775,0
Mirror,FUZZ,22,2.0599999999999998e-06,0.166,175240,0.761,0.513,9,0.106,-6.9,0,0.0438,147.214,0.335,0
Dying to Live,Sevendust,48,7.170000000000001e-05,0.498,189105,0.9480000000000001,0.034800000000000005,6,0.0775,-5.832,1,0.0776,134.978,0.509,-1
Coffin,Lil Yachty,61,0.0241,0.92,89536,0.547,1.4499999999999999e-06,6,0.0998,-4.98,0,0.272,138.05,0.606,-1
So Done,The Kid Laroi,67,0.232,0.719,126521,0.598,0.0,9,0.115,-6.254,1,0.077,142.592,0.303,-1
Sweet Melody,Little Mix,71,0.07390000000000001,0.448,213693,0.8240000000000001,0.0,5,0.113,-4.249,0,0.057,119.965,0.419,-1
Mesmerize,Duck Sauce,19,0.017400000000000002,0.737,223869,0.9540000000000001,0.06330000000000001,4,0.051300000000000005,-3.748,0,0.0898,125.978,0.405,1
Ain't Nice,Viagra Boys,50,0.00462,0.655,212968,0.915,0.273,7,0.08610000000000001,-4.4879999999999995,1,0.0375,142.028,0.716,1
Pain Everyday,clipping.,32,0.0679,0.684,219018,0.882,0.00995,2,0.424,-7.558,1,0.277,151.097,0.313,1
Gold,Claud,42,0.11900000000000001,0.904,199808,0.581,0.000421,0,0.0978,-7.525,1,0.0434,122.027,0.9450000000000001,1
Wake of a Nation,Zeal,31,0.137,0.759,151789,0.874,0.0,9,0.123,-3.707,1,0.0761,106.007,0.906,1
White Lies,War on Women,27,0.000459,0.355,210342,0.967,0.0944,8,0.121,-5.405,1,0.062,89.761,0.654,1
Keep It Moving,Statik Selektah,44,0.128,0.43,178532,0.839,0.0,4,0.32,-5.218,1,0.328,174.841,0.453,0
So Humble the Afternoon,Julia Holter,36,0.807,0.23800000000000002,322840,0.225,0.787,0,0.122,-12.986,1,0.0322,63.633,0.0366,0
King Alfred,IDK,38,0.020200000000000003,0.836,157473,0.5730000000000001,0.0,1,0.0849,-6.526,0,0.231,145.93,0.399,0
Keep Your Distance,Ameer Vann,57,0.0475,0.811,118628,0.526,0.0,1,0.101,-6.365,1,0.26,150.084,0.433,0
Pizza Alley,Aesop Rock,38,0.054700000000000006,0.534,275760,0.803,0.5700000000000001,1,0.17400000000000002,-7.912,1,0.355,85.638,0.5650000000000001,0
A Lament,The Body,22,0.041800000000000004,0.231,354040,0.289,0.787,0,0.254,-11.092,1,0.0424,77.59,0.105,0
Whole Lotta Choppas (Remix),Sada Baby,56,0.0019200000000000003,0.9560000000000001,173500,0.72,0.0,10,0.117,-2.73,0,0.17300000000000001,127.943,0.28200000000000003,0
Pray Momma Don't Cry,Rapsody,17,0.122,0.642,207630,0.593,0.0,8,0.318,-6.476,1,0.20800000000000002,91.133,0.28,0
Lonely,Justin Bieber,76,0.864,0.631,149297,0.23900000000000002,0.0,11,0.116,-7.071,0,0.0398,79.859,0.0927,0
Rolled Up,Benny Sings,55,0.729,0.792,183481,0.461,0.326,10,0.11800000000000001,-11.706,0,0.243,174.402,0.40900000000000003,0
By Yourself,Ty Dollar $ign,60,0.0804,0.771,148927,0.526,0.0,1,0.663,-6.844,1,0.0718,104.036,0.182,-1
Commander in Chief,Demi Lovato,47,0.251,0.496,194746,0.502,0.0,0,0.0935,-7.696,1,0.052000000000000005,78.042,0.14400000000000002,-1
Dummy,Jake Paul,32,0.00495,0.762,160958,0.49,0.0,4,0.0702,-10.519,0,0.433,166.984,0.582,-1
Nah Nah Nah,Kanye West,23,0.0516,0.8300000000000001,180048,0.459,0.742,6,0.275,-11.053,0,0.334,150.028,0.47200000000000003,-1
Mama Planta Baby,Ana Frango Elétrico,23,0.5710000000000001,0.729,202301,0.797,0.203,8,0.217,-6.07,1,0.0262,120.03,0.964,1
Warp,Tricot,27,0.0015500000000000002,0.373,204267,0.887,0.0194,8,0.079,-3.533,0,0.061700000000000005,120.772,0.8240000000000001,1
Hold On,Yola,48,0.219,0.41500000000000004,209052,0.599,1.11e-06,2,0.328,-5.891,1,0.0318,172.709,0.553,1
Apricots,Bicep,59,0.34700000000000003,0.8190000000000001,246507,0.599,0.8240000000000001,11,0.083,-6.7780000000000005,1,0.039,127.986,0.489,1
Skate Depot,Channel Tres,49,0.136,0.89,186423,0.548,0.666,0,0.108,-9.455,1,0.171,124.031,0.706,1
ACAB,Jeff Rosenstock,21,0.324,0.389,257416,0.305,1.2900000000000002e-05,7,0.11900000000000001,-8.850999999999999,1,0.024,79.365,0.369,1
Load It Up,Juicy J,36,0.024,0.885,177001,0.745,0.0,2,0.093,-4.327,1,0.193,77.03,0.599,1
BxMxC,Babymetal,56,0.00024099999999999998,0.397,183026,0.921,0.00167,6,0.34800000000000003,-3.372,1,0.0763,112.606,0.215,0
La Luz,Kali Uchis,62,0.08510000000000001,0.732,180001,0.457,2.2800000000000005e-05,11,0.0805,-8.215,0,0.0969,166.012,0.58,0
I Miss That,Porches,38,0.042300000000000004,0.62,159125,0.8260000000000001,0.0,2,0.126,-5.291,1,0.0371,83.033,0.845,0
Headless to Headless,TOBACCO,18,0.0981,0.433,175897,0.711,0.763,0,0.339,-5.721,1,0.101,119.305,0.451,0
BRON,Lykke Li,33,0.836,0.509,206000,0.633,1.66e-06,0,0.0874,-4.138,1,0.028900000000000002,117.966,0.338,0
Gorgeous,Saint JHN,54,0.031900000000000005,0.839,185700,0.687,9.62e-06,0,0.2,-6.648,1,0.049300000000000004,100.027,0.281,0
IC3,Skepta,43,0.438,0.624,228293,0.665,0.0,8,0.17500000000000002,-6.937,1,0.394,97.127,0.41400000000000003,0
Jewelz,Anderson .Paak,61,0.371,0.884,174213,0.653,0.00135,11,0.812,-7.6530000000000005,0,0.058600000000000006,108.548,0.766,0
Sleepy Hollow,Trippie Redd,57,0.010400000000000001,0.735,101353,0.662,0.0,1,0.153,-7.862,1,0.05,87.999,0.124,0
Shot in the Dark,AC/DC,62,2.0700000000000002e-05,0.599,185133,0.787,5.27e-05,2,0.064,-4.708,1,0.033800000000000004,114.065,0.8220000000000001,0
Timeless,Benny the Butcher,46,0.0685,0.5710000000000001,229899,0.961,0.0,10,0.0789,-1.561,0,0.40700000000000003,169.976,0.754,0
"Baby, I'm Jealous",Bebe Rexha,65,0.0398,0.737,175873,0.867,0.0,11,0.32,-2.259,0,0.0458,98.05,0.506,-1
"My Way, Soon",Greta Van Fleet,61,8.820000000000002e-05,0.41000000000000003,255218,0.9420000000000001,0.11,10,0.09190000000000001,-4.056,1,0.0604,131.895,0.437,-1
Wheels Roll Home,The Antlers,24,0.852,0.608,237000,0.35000000000000003,0.0013900000000000002,9,0.0713,-8.627,1,0.0263,111.027,0.169,-1
The Pink Phantom,Gorillaz,57,0.498,0.485,253127,0.484,0.000325,0,0.060700000000000004,-8.156,1,0.034800000000000005,64.474,0.493,1
Reminders,Touché Amoré,36,6.900000000000001e-05,0.352,183338,0.927,4.4800000000000005e-05,8,0.0409,-8.144,1,0.11,98.336,0.355,1
Not Another Love Song,Ella Mai,65,0.171,0.499,217801,0.612,4.990000000000001e-05,4,0.0993,-5.947,0,0.127,157.218,0.218,0
Come Over.,Jorja Smith,65,0.0608,0.7020000000000001,208000,0.652,2.21e-06,10,0.277,-5.587,0,0.318,178.011,0.524,0
Sauce,Reason,48,0.0703,0.887,178118,0.548,0.0,7,0.171,-8.46,1,0.244,107.984,0.18,0
Metal,Jimmy Edgar,24,0.008790000000000001,0.61,200288,0.435,0.012700000000000001,1,0.0699,-8.049,1,0.0438,138.96,0.0364,0
Fallin',Girl Talk,40,0.031100000000000003,0.8190000000000001,175563,0.681,0.0,1,0.101,-7.333,1,0.184,76.98,0.14,0
Lucky Sue,Men I Trust,54,0.8320000000000001,0.8180000000000001,220480,0.272,0.152,3,0.0892,-15.304,0,0.0733,141.503,0.503,0
Outta Time,Bryson Tiller,67,0.0129,0.714,198822,0.582,0.0,5,0.07740000000000001,-7.272,0,0.08080000000000001,92.819,0.338,0
Chocolate Pomegranate,Ari Lennox,43,0.177,0.535,247792,0.371,2.03e-05,10,0.116,-11.668,1,0.047400000000000005,176.061,0.20800000000000002,-1
E,Jim,39,0.0079,0.585,234453,0.8170000000000001,0.0,6,0.2,-2.577,1,0.295,124.128,0.325,-1
Lifetime,Romy,50,4.1400000000000003e-05,0.55,197661,0.796,0.0,6,0.10300000000000001,-5.39,1,0.0495,128.014,0.32,-1
How Was Your Day?,beabadoobee,50,0.931,0.353,260025,0.392,0.0439,2,0.337,-13.039,1,0.0339,84.586,0.168,-1
Cold,Chris Stapleton,65,0.0519,0.555,309853,0.505,0.0036100000000000004,1,0.148,-7.334,0,0.0333,117.481,0.293,1
How Lucky,Kurt Vile,57,0.449,0.517,203117,0.432,0.000798,5,0.362,-9.956,1,0.029300000000000003,171.175,0.539,1
'96 Neve Campbell,clipping.,40,0.0468,0.763,201227,0.613,0.0,1,0.30000000000000004,-8.276,1,0.34400000000000003,99.287,0.436,1
Edgelord,Dorian Electra,42,0.0332,0.614,130729,0.786,0.0,7,0.20700000000000002,-6.243,1,0.246,79.989,0.491,1
Tuskegee,Zeal,34,0.00215,0.431,228554,0.931,0.278,7,0.10200000000000001,-4.644,1,0.117,142.927,0.0379,1
Out on Bail,YG,54,0.0182,0.734,151030,0.5630000000000001,0.0,0,0.0981,-6.464,1,0.314,203.905,0.371,1
Revenge,$NOT,61,0.29,0.8290000000000001,148160,0.619,0.00037099999999999996,1,0.0975,-7.258,1,0.198,96.035,0.35100000000000003,1
Starface*,Jean Dawson,41,0.000377,0.468,176100,0.934,0.307,9,0.304,-3.5060000000000002,1,0.07010000000000001,87.021,0.591,1
Yards,Tune,42,0.00876,0.719,272250,0.772,0.0388,7,0.47100000000000003,-5.405,1,0.0413,129.994,0.602,1
Tear Vial,William Basinski,26,0.981,0.268,285707,0.0329,0.96,7,0.0961,-26.301,0,0.0304,69.388,0.134,0
Eracist,Mr. Bungle,20,0.00014199999999999998,0.41400000000000003,232156,0.987,0.030500000000000003,8,0.0495,-4.967,1,0.11900000000000001,124.306,0.328,0
Trouble's Coming,Royal Blood,0,0.0629,0.767,228400,0.6940000000000001,0.0,1,0.32,-5.059,0,0.038400000000000004,112.012,0.78,0
Courage to Change,Sia,64,0.0927,0.307,292656,0.606,0.0,11,0.357,-5.567,0,0.0347,78.828,0.11,0
Little Nokia,Bree Runway,45,0.248,0.708,139078,0.578,0.0,11,0.794,-4.355,1,0.054400000000000004,112.052,0.626,0
Fun Time,Bfb da PackMan,31,0.147,0.686,186600,0.658,0.0,1,0.162,-5.979,1,0.419,129.294,0.784,0
Epidemic,Polo G,64,0.128,0.616,177273,0.617,0.0,1,0.177,-8.431,1,0.52,175.929,0.47600000000000003,0
Franchise,Travis Scott,70,0.006710000000000001,0.835,202795,0.6990000000000001,0.0,8,0.195,-5.405,0,0.277,154.981,0.547,-1
Better,Zayn,63,0.354,0.6960000000000001,174520,0.40900000000000003,0.0,2,0.132,-7.135,1,0.23500000000000001,84.652,0.09620000000000001,-1
The Great Divide,The Shins,39,0.060700000000000004,0.423,241333,0.724,0.00041799999999999997,7,0.112,-6.112,1,0.0434,171.983,0.17,-1
Feel Like I Do,Vin Diesel,46,0.026000000000000002,0.742,185787,0.6970000000000001,5.379999999999999e-06,5,0.105,-5.931,1,0.0422,105.984,0.47500000000000003,-1
backwards,bbno$,42,0.329,0.934,156000,0.523,0.0,1,0.0796,-10.764,1,0.317,99.994,0.6980000000000001,1
Rawhide,Nitti Gritti,24,0.00047799999999999996,0.622,165012,0.903,0.0102,9,0.122,-1.724,1,0.0969,100.032,0.304,1
Rot,PUP,37,0.0022900000000000004,0.278,201547,0.962,1.0700000000000001e-05,8,0.32,-5.284,0,0.112,169.921,0.322,1
Cyberpunk 2.0.2.0.,HEALTH,45,0.00037000000000000005,0.551,312680,0.778,0.795,11,0.355,-8.889,0,0.0337,101.977,0.34900000000000003,1
Own It,Rico Nasty,45,0.394,0.852,129600,0.731,0.0,7,0.302,-4.469,1,0.213,100.031,0.646,1
Diamonds,Sam Smith,73,0.154,0.653,213869,0.667,0.0,10,0.107,-6.764,0,0.042300000000000004,104.181,0.556,1
feel away,slowthai,59,0.683,0.404,200933,0.532,0.158,0,0.164,-8.989,1,0.0409,159.864,0.339,1
Gas Money,Yung Gravy,50,0.0024400000000000003,0.764,166616,0.516,3.6e-06,11,0.40700000000000003,-8.616,0,0.232,159.14,0.7010000000000001,1
Glimpse,JAHMED,37,0.0006789999999999999,0.932,127400,0.6000000000000001,0.0,1,0.09670000000000001,-6.177,1,0.09530000000000001,130.05,0.323,1
Pollen,Ecco2k,42,0.9460000000000001,0.578,168152,0.0855,0.663,3,0.0855,-17.234,1,0.0316,151.191,0.505,0
Me Gusta,Anitta,60,0.448,0.91,180788,0.604,0.0,6,0.0863,-4.392,0,0.082,110.075,0.807,0
Get Famous,The Mountain Goats,32,0.050100000000000006,0.678,199347,0.72,0.0337,6,0.0488,-6.914,1,0.028900000000000002,125.839,0.877,0
Straws in the Wind,King Gizzard,42,0.0466,0.638,341662,0.8310000000000001,0.0304,11,0.417,-8.134,1,0.0373,165.037,0.905,0
Moonlight,Future Islands,50,0.618,0.715,218735,0.559,0.808,0,0.145,-12.554,1,0.0296,129.98,0.678,0
Mrs. Whoever,Saba,48,0.325,0.663,171960,0.536,0.0,0,0.12,-11.823,0,0.378,83.686,0.394,0
The Quicksand of Existing,Pallbearer,27,0.006350000000000001,0.40800000000000003,239547,0.855,0.396,11,0.603,-6.764,0,0.040600000000000004,109.846,0.398,0
Hooligan,Baby Keem,62,0.263,0.602,156774,0.7010000000000001,1.02e-06,5,0.112,-5.604,0,0.09,124.033,0.375,0
Sugar,Sufjan Stevens,33,0.646,0.56,456587,0.612,0.792,7,0.228,-10.838,0,0.0417,119.977,0.419,0
Freefall,Whethan,53,0.006810000000000001,0.559,155498,0.674,0.0,7,0.546,-6.554,1,0.055200000000000006,127.009,0.808,-1
Starfall,Salem,47,0.0009609999999999999,0.271,168230,0.599,0.00014000000000000001,0,0.094,-7.275,1,0.0308,168.161,0.038400000000000004,-1
Holy,Justin Bieber,76,0.196,0.673,212093,0.704,0.0,6,0.0898,-8.056,1,0.36,86.919,0.372,-1
CALL ME (Freestyle),Blood Orange,41,0.623,0.749,185000,0.5640000000000001,5.4000000000000005e-05,11,0.232,-10.383,0,0.146,119.982,0.47000000000000003,-1
Genesis,Deftones,53,2.5600000000000002e-05,0.18,317281,0.861,0.425,0,0.644,-3.935,0,0.0727,128.165,0.101,-1
Life Like Me,Lil Pump,30,0.020800000000000003,0.88,108169,0.35100000000000003,0.00041799999999999997,1,0.136,-10.504,1,0.165,141.985,0.651,-1
Gates to the Sun,SahBabii,55,0.386,0.717,135748,0.459,0.0123,4,0.14300000000000002,-11.101,1,0.23600000000000002,143.948,0.373,-1
Golden Eye,Action Bronson,45,0.057100000000000005,0.584,167693,0.904,0.0,11,0.399,-5.895,1,0.251,149.99,0.374,1
The Curse,Yellow Days,52,0.128,0.605,305512,0.49,0.00011899999999999999,0,0.38,-7.148,1,0.0465,140.172,0.355,1
Turntables,Janelle Monaé,46,0.0034200000000000003,0.704,163149,0.618,0.00101,1,0.152,-6.134,1,0.23500000000000001,179.913,0.667,1
The Gates,Aesop Rock,47,0.0043300000000000005,0.549,230773,0.624,0.000616,0,0.23900000000000002,-8.011,1,0.439,68.397,0.871,1
ok on your own,mxmtoon,44,0.44,0.766,208333,0.439,1.36e-05,7,0.0698,-8.842,0,0.0757,141.917,0.41300000000000003,1
Strange Timez,Gorillaz,49,0.41500000000000004,0.562,227500,0.919,0.035,9,0.111,-5.697,0,0.0441,130.978,0.645,1
Be a Rebel,New Order,24,2.7000000000000002e-05,0.525,288151,0.929,0.213,4,0.14300000000000002,-6.032,0,0.0324,129.013,0.721,1
Wanna Be Myself,Mamamoo,50,0.0747,0.713,206240,0.867,8.249999999999999e-06,9,0.127,-3.523,0,0.079,124.058,0.801,1
Jinmenken,Tobacco,18,0.27,0.5670000000000001,176594,0.45,0.0211,1,0.17200000000000001,-8.696,0,0.0419,82.018,0.429,0
Ring,T.I.,42,0.0027800000000000004,0.807,174823,0.668,2.1800000000000005e-05,1,0.167,-6.812,1,0.116,145.985,0.121,0
BS,Still Woozy,60,0.503,0.616,133987,0.458,0.0035,3,0.115,-11.832,1,0.0455,79.574,0.53,0
Letter to You,Bruce Springsteen,50,0.000864,0.546,295493,0.808,8.69e-05,9,0.113,-7.413,1,0.033800000000000004,118.117,0.489,0
I Got You,Trippie Redd,45,0.71,0.557,185114,0.614,0.0,1,0.17300000000000001,-8.479,0,0.25,83.743,0.854,0
23,Jake Paul,47,0.592,0.621,113094,0.6000000000000001,0.0,10,0.108,-10.029,0,0.17,138.747,0.733,0
Kamikaze,Omar Apollo,59,0.28,0.705,210915,0.734,7.14e-05,2,0.093,-5.08,0,0.184,94.996,0.457,-1
Worth It,beabadoobee,47,0.0125,0.5760000000000001,194173,0.751,0.000459,2,0.050100000000000006,-5.256,1,0.0269,103.009,0.38,-1
Let's Love,David Guetta,0,0.008820000000000001,0.662,200645,0.868,0.0024400000000000003,5,0.584,-4.025,1,0.0341,92.998,0.353,-1
I'm Corny,Tom MacDonald,44,0.0264,0.705,209200,0.657,0.0,0,0.108,-6.894,1,0.231,90.075,0.524,-1
I'll Be Your Host,Touché Amoré,28,2.5600000000000002e-05,0.376,207459,0.914,0.00634,7,0.222,-7.875,0,0.063,82.335,0.196,1
Obey,Bring Me the Horizon,63,0.000103,0.462,220539,0.99,0.0,1,0.374,-3.175,0,0.211,137.061,0.20400000000000001,1
Shiny,Lil Mariko,45,0.067,0.857,127500,0.719,0.00445,5,0.0782,-6.202,1,0.292,127.991,0.542,1
YUP!,yung gravy,58,0.0784,0.769,189000,0.744,0.0011200000000000001,9,0.0784,-4.934,1,0.0887,160.118,0.592,1
Red Card,Frisco,48,0.059000000000000004,0.47300000000000003,194043,0.8240000000000001,0.0,1,0.422,-5.268,1,0.332,141.331,0.554,1
Woman,Nao,49,0.0922,0.7010000000000001,191827,0.644,0.0,8,0.138,-5.289,1,0.055600000000000004,86.547,0.41600000000000004,1
Freak,Shygirl,45,0.00319,0.622,167000,0.891,0.0016500000000000002,4,0.09090000000000001,-7.898,1,0.163,133.999,0.508,1
Seabed Eden,Ichiko Aoba,30,0.991,0.514,223460,0.0364,0.031200000000000002,10,0.054400000000000004,-19.915,1,0.0438,128.966,0.0716,1
You Can Get It,Bumper,34,0.0757,0.593,182334,0.651,0.0014600000000000001,4,0.16,-6.623,1,0.0543,96.996,0.432,1
Xxoplex,A. G. Cook,27,0.0391,0.678,155027,0.705,0.51,0,0.554,-5.888,1,0.052000000000000005,150.039,0.28500000000000003,1
Anything,Adrianne Lenker,58,0.774,0.388,202047,0.291,1.93e-05,3,0.0874,-12.952,1,0.042100000000000005,83.943,0.51,1
Tell Me a Ting,D Double E,28,0.0111,0.556,196270,0.907,0.0,1,0.401,-4.132,1,0.32,140.233,0.506,1
Ultra,Evian Christ,24,0.0013700000000000001,0.31,224652,0.509,0.9550000000000001,5,0.0981,-10.122,0,0.033100000000000004,99.267,0.223,1
Vigil,Zeal,32,0.8150000000000001,0.504,190556,0.404,0.0,7,0.101,-7.332,0,0.026500000000000003,79.539,0.13,1
The Voice,Lil Durk,55,0.0258,0.447,179724,0.8130000000000001,0.0,5,0.136,-2.126,0,0.254,84.758,0.121,0
Eazy,G,54,0.0117,0.9470000000000001,175240,0.854,0.000116,7,0.161,-5.028,1,0.216,104.076,0.775,0
Baby,Blueface,53,0.134,0.9490000000000001,133582,0.55,0.0,5,0.0966,-6.924,0,0.277,105.083,0.64,0
Euro Plug,Tony Velour,30,0.06420000000000001,0.644,175000,0.78,1.8e-06,1,0.451,-5.372,0,0.126,83.94,0.8250000000000001,0
Helicopter,CLC,63,0.0323,0.666,225720,0.908,0.0,5,0.383,-2.819,0,0.056,155.048,0.655,0
LAX,Vulfpeck,52,0.00521,0.8,225666,0.599,0.00547,0,0.0587,-7.357,1,0.0344,128.381,0.908,0
Bummerland,AJR,57,0.124,0.629,189115,0.833,0.0,1,0.159,-7.219,0,0.0855,80.968,0.653,-1
Fall Slowly,Joyner Lucas,54,0.075,0.5760000000000001,208096,0.534,0.0,6,0.199,-9.637,0,0.294,83.56,0.041,-1
"Everyday, Everynight",Anamanaguchi,30,0.060700000000000004,0.738,184761,0.797,0.00161,2,0.0787,-5.584,1,0.0931,115.021,0.433,1
Say the Name,clipping.,46,0.17200000000000001,0.455,299605,0.426,0.0843,2,0.168,-9.406,1,0.0475,84.643,0.04,1
Over Now,Calvin Harris,69,0.07590000000000001,0.612,210795,0.884,0.0013200000000000002,4,0.247,-4.113,0,0.0454,178.043,0.679,1
Ice Cream,BLACKPINK,68,0.0317,0.79,177813,0.7010000000000001,8.060000000000001e-05,9,0.031100000000000003,-4.8100000000000005,1,0.365,159.972,0.91,1
Dragonball Durag (Remix),Thundercat,56,0.614,0.626,221099,0.597,1.5300000000000003e-05,6,0.122,-9.943,0,0.33,80.985,0.578,1
Good Morning,Black Thought,46,0.0985,0.427,200131,0.865,1.4400000000000001e-05,1,0.371,-5.059,1,0.383,93.427,0.839,1
Better Than I Imagined,Robert Glasper,51,0.0252,0.646,299367,0.483,0.0161,10,0.0887,-9.147,0,0.0631,143.866,0.40700000000000003,1
Royal Rumble,Lil Tecca,49,0.0008309999999999999,0.733,159813,0.6930000000000001,0.0,1,0.165,-8.419,1,0.2,100.034,0.298,0
Gifted,Cordae,57,0.17500000000000002,0.653,168477,0.603,0.0,5,0.18,-5.697,0,0.171,151.016,0.551,0
Movin' On,India Shawn,39,0.129,0.678,223953,0.619,0.000153,10,0.337,-6.966,1,0.0993,161.851,0.925,0
Cyr,Smashing Pumpkins,46,2.5e-05,0.671,243160,0.876,0.0241,8,0.0857,-6.991,1,0.027700000000000002,127.0,0.504,-1
AI,Ghostemane,58,0.00334,0.321,174587,0.9490000000000001,0.217,0,0.579,-7.297,0,0.555,77.498,0.196,-1
Take You Back,Russ,57,0.0828,0.917,169012,0.444,0.0,10,0.116,-9.939,1,0.265,125.054,0.185,-1
Expensive,Ty Dolla $ign,0,0.0379,0.866,135740,0.531,0.0,9,0.0937,-6.859,1,0.0703,99.069,0.266,-1
No Ceilings,A$AP Ferg,33,0.137,0.77,243608,0.705,0.0,11,0.09920000000000001,-3.138,0,0.393,143.054,0.405,-1
Not Shy,ITZY,71,0.155,0.776,177728,0.911,2.5899999999999998e-06,2,0.268,-3.08,0,0.131,101.027,0.56,1
Oh Yeah,A. G. Cook,30,0.0292,0.491,298520,0.596,0.00419,10,0.295,-7.027,1,0.032600000000000004,172.039,0.41500000000000004,1
Dreaming,Danny L Harle,38,0.0034600000000000004,0.513,216615,0.9530000000000001,0.0175,5,0.10400000000000001,-0.889,0,0.0791,194.869,0.0375,1
bucciarati,Open Mike Eagle,31,0.8130000000000001,0.806,236971,0.428,0.004390000000000001,9,0.111,-14.19,0,0.059500000000000004,120.039,0.108,1
The Plan,Travis Scott,63,0.0922,0.433,185851,0.443,0.00029299999999999997,1,0.117,-10.568,0,0.0361,79.903,0.0363,1
Ohms,Deftones,0,0.000108,0.112,250222,0.978,0.0241,4,0.117,-2.64,1,0.117,173.097,0.371,1
"Waving, Smiling",Angel Olsen,35,0.9500000000000001,0.324,232160,0.112,0.00039299999999999996,9,0.11900000000000001,-12.587,1,0.0334,171.462,0.197,1
It,Chief Keef,55,0.553,0.853,315912,0.401,0.0,1,0.169,-14.962,1,0.401,132.096,0.803,1
Save the Day,Mariah Carey,47,0.06380000000000001,0.466,230893,0.55,0.0,3,0.244,-6.6,1,0.0285,92.528,0.423,1
